material_id,formula,elements,density,band_gap,energy_above_hull,formation_energy_per_atom,is_stable
mp-1176736,LiFe2OF3,"F,Fe,Li,O",3.754418482052582,3.2135,0.045312877857140776,-2.3921305447619043,False
mp-1177748,Li2VOF4,"F,Li,O,V",3.019322972898095,2.1068000000000002,0.01502101750001028,-3.020372528958333,False
mp-1177857,Li2Ti2Sb2O,"Li,O,Sb,Ti",4.935369361339647,0.0,0.03996464714285963,-1.2458521911904756,False
mp-1197533,LiMnH2OF4,"F,H,Li,Mn,O",2.76595996364705,1.9510999999999998,0.007979997777800563,-2.374387805696041,False
mp-1275794,LiFe2OF3,"F,Fe,Li,O",3.752680694356804,2.9945,0.03453563999999787,-2.4029077826190472,False
mp-1290585,LiVOF2,"F,Li,O,V",3.223514233421587,1.9785000000000001,0.02281401574999009,-2.9628412556666683,False
mp-1298606,Li2VOF4,"F,Li,O,V",2.7580610094418874,2.0491,0.008203892187510498,-3.027189654270833,False
mp-1299574,Li4Co2OF7,"Co,F,Li,O",3.246518517327821,1.3216999999999999,0.03599184357142793,-2.639666785952382,False
mp-1307846,Li2VOF4,"F,Li,O,V",2.7595380455100798,2.0317,0.00837454250001013,-3.0270190039583333,False
mp-1307265,LiV3OF11,"F,Li,O,V",2.7926651036550396,1.8749,0.03500755066406036,-2.975146463958333,False
mp-1308000,Li4Co2OF7,"Co,F,Li,O",3.2246013265394753,1.3944,0.035562361428571165,-2.6400962680952387,False
mp-1311449,Li4Co2OF7,"Co,F,Li,O",3.2374593717072346,1.4085999999999999,0.03539988821428519,-2.640258741309524,False
mp-1311086,Li4Co2OF7,"Co,F,Li,O",3.2329090720989124,1.3677000000000001,0.03555682535714233,-2.6401018041666666,False
mp-1312877,Li2VOF4,"F,Li,O,V",2.7543492560082745,2.0690999999999997,0.008264109062510627,-3.027129437395833,False
mp-5127,LiCuO,"Cu,Li,O",4.289470405864194,1.4376000000000002,0.0,-1.432946590277778,True
mp-752498,Li2VOF5,"F,Li,O,V",2.320418259863426,3.2968,0.029861655000000376,-2.9076886974074077,False
mp-752550,Li3NiOF3,"F,Li,Ni,O",3.5968019994334557,1.9121000000000001,0.047341250624999276,-2.6304766649999998,False
mp-752723,LiVH2OF5,"F,H,Li,O,V",2.4062597837087742,1.9578,0.0317818761875035,-2.5295829895833335,False
mp-752885,LiVOF3,"F,Li,O,V",3.248044029535965,1.2543,0.0426819012500097,-2.949711009305556,False
mp-752884,Li5CoOF5,"Co,F,Li,O",3.410981664646994,0.06909999999999972,0.034228180624999105,-2.814739888888889,False
mp-753143,Li4NiOF4,"F,Li,Ni,O",3.3630700814517045,1.8989000000000003,0.04012423200000104,-2.7350091913333334,False
mp-753283,Li6NiOF6,"F,Li,Ni,O",3.139770702484518,1.8946,0.026964504642856824,-2.8593866417857146,False
mp-753282,Li2MnOF3,"F,Li,Mn,O",3.098306511839002,1.5105,0.0368032879761957,-2.7976394974425287,False
mp-753329,Li3Ni3OF7,"F,Li,Ni,O",3.762802473712781,3.5292999999999997,0.03750143303571285,-2.4916036789285707,False
mp-753377,Li5NiOF5,"F,Li,Ni,O",3.240486935437001,1.8952,0.0314530412500007,-2.8085573872222223,False
mp-753392,Li2NiOF2,"F,Li,Ni,O",3.9283094306472126,2.1820999999999997,0.03807296499999957,-2.477552437777778,False
mp-753559,LiNiOF,"F,Li,Ni,O",4.589632396923192,2.243,0.039559856875000854,-2.1516805202083344,False
mp-753701,Li6V2OF11,"F,Li,O,V",2.9512972752241167,1.1776,0.0273230372499933,-3.108878457,False
